"Name","Commuting by Means of Transportation"
"Description","The share of individuals who worked in the last week by their usual means of transportation.&nbsp;""Public transit"" includes subway, bus, railroad, and ferry; ""Carpool, Taxi, Other"" includes motorcycle or any other method not listed."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B08006 (2012-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes",""

Location,Means of Transportation,TimeFrame,DataFormat,Data,Fips
Jamaica/St. Albans,Public Transit,2018,Percent,0.449,412
Queens Village,Public Transit,2018,Percent,0.35597,413
The Rockaways,Public Transit,2018,Percent,0.3573,414
St. George,Public Transit,2018,Percent,0.36574,501
South Beach,Public Transit,2018,Percent,0.28934,502
Tottenville,Public Transit,2018,Percent,0.23094,503
Bronx,Public Transit,2018,Percent,0.58404,36005
Brooklyn,Public Transit,2018,Percent,0.60655,36047
Manhattan,Public Transit,2018,Percent,0.59893,36061
Queens,Public Transit,2018,Percent,0.51374,36081
Staten Island,Public Transit,2018,Percent,0.29599,36085
New York City,Public Transit,2018,Percent,0.55941,3651000
Battery Park/Tribeca,Walking,2012,Percent,0.24684,101
Greenwich Village,Walking,2012,Percent,0.24684,102
Lower East Side,Walking,2012,Percent,0.22859,103
Chelsea/Clinton,Walking,2012,Percent,0.3436,104
Midtown Business District,Walking,2012,Percent,0.3436,105
Murray Hill/Stuyvesant,Walking,2012,Percent,0.31969,106
Upper West Side,Walking,2012,Percent,0.12393,107
Upper East Side,Walking,2012,Percent,0.20486,108
Manhattanville,Walking,2012,Percent,0.13554,109
Central Harlem,Walking,2012,Percent,0.05872,110
East Harlem,Walking,2012,Percent,0.12517,111
Washington Heights,Walking,2012,Percent,0.12372,112
Mott Haven,Walking,2012,Percent,0.13084,201
Hunts Point,Walking,2012,Percent,0.13084,202
Morrisania,Walking,2012,Percent,0.1039,203
Concourse/Highbridge,Walking,2012,Percent,0.05831,204
University Heights,Walking,2012,Percent,0.09297,205
East Tremont,Walking,2012,Percent,0.1039,206
Bedford Park,Walking,2012,Percent,0.07194,207
Riverdale,Walking,2012,Percent,0.08835,208
Unionport/Soundview,Walking,2012,Percent,0.05106,209
Throgs Neck,Walking,2012,Percent,0.07068,210
Pelham Parkway,Walking,2012,Percent,0.07935,211
Williamsbridge,Walking,2012,Percent,0.0394,212
Williamsburg/Greenpoint,Walking,2012,Percent,0.14832,301
Fort Greene/Brooklyn Hts,Walking,2012,Percent,0.10582,302
Bedford Stuyvesant,Walking,2012,Percent,0.08652,303
Bushwick,Walking,2012,Percent,0.0999,304
East New York,Walking,2012,Percent,0.03568,305
Park Slope,Walking,2012,Percent,0.09557,306
Sunset Park,Walking,2012,Percent,0.16086,307
Crown Heights North,Walking,2012,Percent,0.05671,308
Crown Heights South,Walking,2012,Percent,0.09635,309
Bay Ridge,Walking,2012,Percent,0.08849,310
Bensonhurst,Walking,2012,Percent,0.06667,311
Borough Park,Walking,2012,Percent,0.18571,312
Coney Island,Walking,2012,Percent,0.10601,313
Flatbush/Midwood,Walking,2012,Percent,0.0707,314
Sheepshead Bay,Walking,2012,Percent,0.06912,315
Brownsville,Walking,2012,Percent,0.06482,316
East Flatbush,Walking,2012,Percent,0.0415,317
Canarsie,Walking,2012,Percent,0.03174,318
Astoria,Walking,2012,Percent,0.06768,401
Sunnyside/Woodside,Walking,2012,Percent,0.0829,402
Jackson Heights,Walking,2012,Percent,0.0747,403
Elmhurst/Corona,Walking,2012,Percent,0.07157,404
Ridgewood/Glendale,Walking,2012,Percent,0.06275,405
Rego Park/Forest Hills,Walking,2012,Percent,0.07336,406
Flushing,Walking,2012,Percent,0.09754,407
Fresh Meadows/Briarwood,Walking,2012,Percent,0.03776,408
Woodhaven,Walking,2012,Percent,0.05191,409
Howard Beach,Walking,2012,Percent,0.02995,410
Bayside,Walking,2012,Percent,0.03328,411
Jamaica/St. Albans,Walking,2012,Percent,0.03519,412
Queens Village,Walking,2012,Percent,0.01528,413
The Rockaways,Walking,2012,Percent,0.1025,414
St. George,Walking,2012,Percent,0.04082,501
South Beach,Walking,2012,Percent,0.02935,502
Tottenville,Walking,2012,Percent,0.01361,503
Bronx,Walking,2012,Percent,0.07646,36005
Brooklyn,Walking,2012,Percent,0.08928,36047
Manhattan,Walking,2012,Percent,0.2004,36061
Queens,Walking,2012,Percent,0.05947,36081
Staten Island,Walking,2012,Percent,0.028,36085
New York City,Walking,2012,Percent,0.10087,3651000
Battery Park/Tribeca,Walking,2013,Percent,0.2394,101
Greenwich Village,Walking,2013,Percent,0.2394,102
Lower East Side,Walking,2013,Percent,0.29179,103
Chelsea/Clinton,Walking,2013,Percent,0.33082,104
Midtown Business District,Walking,2013,Percent,0.33082,105
Murray Hill/Stuyvesant,Walking,2013,Percent,0.31557,106
Upper West Side,Walking,2013,Percent,0.12017,107
Upper East Side,Walking,2013,Percent,0.16871,108
Manhattanville,Walking,2013,Percent,0.13537,109
Central Harlem,Walking,2013,Percent,0.09538,110
Washington Heights,Walking,2013,Percent,0.13502,112
Mott Haven,Walking,2013,Percent,0.10524,201
Hunts Point,Walking,2013,Percent,0.10524,202
Morrisania,Walking,2013,Percent,0.0947,203
Concourse/Highbridge,Walking,2013,Percent,0.09958,204
University Heights,Walking,2013,Percent,0.103,205
East Tremont,Walking,2013,Percent,0.0947,206
Bedford Park,Walking,2013,Percent,0.09383,207
Riverdale,Walking,2013,Percent,0.08595,208
Unionport/Soundview,Walking,2013,Percent,0.08613,209
Pelham Parkway,Walking,2013,Percent,0.10103,211
Williamsbridge,Walking,2013,Percent,0.04588,212
Williamsburg/Greenpoint,Walking,2013,Percent,0.10774,301
Fort Greene/Brooklyn Hts,Walking,2013,Percent,0.08797,302
Bedford Stuyvesant,Walking,2013,Percent,0.10194,303
Bushwick,Walking,2013,Percent,0.06395,304
East New York,Walking,2013,Percent,0.04675,305
Park Slope,Walking,2013,Percent,0.06685,306
Sunset Park,Walking,2013,Percent,0.12857,307
Crown Heights North,Walking,2013,Percent,0.06197,308
Crown Heights South,Walking,2013,Percent,0.07753,309
Bay Ridge,Walking,2013,Percent,0.09624,310
Bensonhurst,Walking,2013,Percent,0.07237,311
Borough Park,Walking,2013,Percent,0.18938,312
Coney Island,Walking,2013,Percent,0.1007,313
Flatbush/Midwood,Walking,2013,Percent,0.09395,314
Sheepshead Bay,Walking,2013,Percent,0.08929,315
Brownsville,Walking,2013,Percent,0.07397,316
East Flatbush,Walking,2013,Percent,0.03402,317
Canarsie,Walking,2013,Percent,0.0449,318
Astoria,Walking,2013,Percent,0.06869,401
Sunnyside/Woodside,Walking,2013,Percent,0.04557,402
Jackson Heights,Walking,2013,Percent,0.07362,403
Elmhurst/Corona,Walking,2013,Percent,0.09927,404
Ridgewood/Glendale,Walking,2013,Percent,0.04909,405
Rego Park/Forest Hills,Walking,2013,Percent,0.0926,406
Flushing,Walking,2013,Percent,0.08482,407
Fresh Meadows/Briarwood,Walking,2013,Percent,0.06184,408
Woodhaven,Walking,2013,Percent,0.05449,409
Howard Beach,Walking,2013,Percent,0.04575,410
Bayside,Walking,2013,Percent,0.01706,411
Jamaica/St. Albans,Walking,2013,Percent,0.03258,412
Queens Village,Walking,2013,Percent,0.01803,413
The Rockaways,Walking,2013,Percent,0.05129,414
St. George,Walking,2013,Percent,0.02537,501
South Beach,Walking,2013,Percent,0.02868,502
Tottenville,Walking,2013,Percent,0.01208,503
Bronx,Walking,2013,Percent,0.08711,36005
Brooklyn,Walking,2013,Percent,0.08441,36047
Manhattan,Walking,2013,Percent,0.20324,36061
Queens,Walking,2013,Percent,0.05709,36081
Staten Island,Walking,2013,Percent,0.02155,36085
New York City,Walking,2013,Percent,0.10047,3651000
Battery Park/Tribeca,Walking,2014,Percent,0.25336,101
Greenwich Village,Walking,2014,Percent,0.25336,102
Lower East Side,Walking,2014,Percent,0.29283,103
Chelsea/Clinton,Walking,2014,Percent,0.31795,104
Midtown Business District,Walking,2014,Percent,0.31795,105
Murray Hill/Stuyvesant,Walking,2014,Percent,0.34044,106
Upper West Side,Walking,2014,Percent,0.10092,107
Upper East Side,Walking,2014,Percent,0.20453,108
Manhattanville,Walking,2014,Percent,0.14145,109
Central Harlem,Walking,2014,Percent,0.08267,110
East Harlem,Walking,2014,Percent,0.13642,111
Washington Heights,Walking,2014,Percent,0.11899,112
Mott Haven,Walking,2014,Percent,0.10032,201
Hunts Point,Walking,2014,Percent,0.10032,202
Morrisania,Walking,2014,Percent,0.07808,203
Concourse/Highbridge,Walking,2014,Percent,0.06233,204
University Heights,Walking,2014,Percent,0.08201,205
East Tremont,Walking,2014,Percent,0.07808,206
Bedford Park,Walking,2014,Percent,0.10583,207
Riverdale,Walking,2014,Percent,0.08321,208
Unionport/Soundview,Walking,2014,Percent,0.0488,209
Throgs Neck,Walking,2014,Percent,0.04379,210
Pelham Parkway,Walking,2014,Percent,0.09507,211
Williamsbridge,Walking,2014,Percent,0.04932,212
Williamsburg/Greenpoint,Walking,2014,Percent,0.11152,301
Fort Greene/Brooklyn Hts,Walking,2014,Percent,0.08059,302
Bedford Stuyvesant,Walking,2014,Percent,0.08601,303
Bushwick,Walking,2014,Percent,0.0834,304
East New York,Walking,2014,Percent,0.04129,305
Park Slope,Walking,2014,Percent,0.10406,306
Sunset Park,Walking,2014,Percent,0.12531,307
Crown Heights North,Walking,2014,Percent,0.05625,308
Crown Heights South,Walking,2014,Percent,0.08309,309
Bay Ridge,Walking,2014,Percent,0.09271,310
Bensonhurst,Walking,2014,Percent,0.06876,311
Borough Park,Walking,2014,Percent,0.20647,312
Coney Island,Walking,2014,Percent,0.11672,313
Flatbush/Midwood,Walking,2014,Percent,0.06709,314
Sheepshead Bay,Walking,2014,Percent,0.08761,315
Brownsville,Walking,2014,Percent,0.04541,316
East Flatbush,Walking,2014,Percent,0.04002,317
Canarsie,Walking,2014,Percent,0.04333,318
Astoria,Walking,2014,Percent,0.07333,401
Sunnyside/Woodside,Walking,2014,Percent,0.04664,402
Jackson Heights,Walking,2014,Percent,0.06099,403
Elmhurst/Corona,Walking,2014,Percent,0.07429,404
Ridgewood/Glendale,Walking,2014,Percent,0.05132,405
Rego Park/Forest Hills,Walking,2014,Percent,0.05444,406
Flushing,Walking,2014,Percent,0.1054,407
Fresh Meadows/Briarwood,Walking,2014,Percent,0.07022,408
Woodhaven,Walking,2014,Percent,0.06569,409
Howard Beach,Walking,2014,Percent,0.03832,410
Bayside,Walking,2014,Percent,0.02009,411
Jamaica/St. Albans,Walking,2014,Percent,0.03923,412
Queens Village,Walking,2014,Percent,0.00982,413
The Rockaways,Walking,2014,Percent,0.03888,414
St. George,Walking,2014,Percent,0.03645,501
South Beach,Walking,2014,Percent,0.02245,502
Tottenville,Walking,2014,Percent,0.01729,503
Bronx,Walking,2014,Percent,0.07386,36005
Brooklyn,Walking,2014,Percent,0.08466,36047
Manhattan,Walking,2014,Percent,0.20578,36061
Queens,Walking,2014,Percent,0.05576,36081
Staten Island,Walking,2014,Percent,0.0256,36085
New York City,Walking,2014,Percent,0.09915,3651000
Battery Park/Tribeca,Walking,2015,Percent,0.28963,101
Greenwich Village,Walking,2015,Percent,0.28963,102
Lower East Side,Walking,2015,Percent,0.25793,103
Chelsea/Clinton,Walking,2015,Percent,0.33985,104
Midtown Business District,Walking,2015,Percent,0.33985,105
Murray Hill/Stuyvesant,Walking,2015,Percent,0.35428,106
Upper West Side,Walking,2015,Percent,0.11056,107
Upper East Side,Walking,2015,Percent,0.19867,108
Manhattanville,Walking,2015,Percent,0.11056,109
Central Harlem,Walking,2015,Percent,0.07617,110
Washington Heights,Walking,2015,Percent,0.10162,112
Mott Haven,Walking,2015,Percent,0.08926,201
Hunts Point,Walking,2015,Percent,0.08926,202
Morrisania,Walking,2015,Percent,0.09656,203
Concourse/Highbridge,Walking,2015,Percent,0.10599,204
University Heights,Walking,2015,Percent,0.07104,205
East Tremont,Walking,2015,Percent,0.09656,206
Bedford Park,Walking,2015,Percent,0.0969,207
Riverdale,Walking,2015,Percent,0.07442,208
Unionport/Soundview,Walking,2015,Percent,0.05151,209
Throgs Neck,Walking,2015,Percent,0.04645,210
Pelham Parkway,Walking,2015,Percent,0.06681,211
Williamsbridge,Walking,2015,Percent,0.0634,212
Williamsburg/Greenpoint,Walking,2015,Percent,0.12505,301
Fort Greene/Brooklyn Hts,Walking,2015,Percent,0.10498,302
Bedford Stuyvesant,Walking,2015,Percent,0.11028,303
Bushwick,Walking,2015,Percent,0.07951,304
East New York,Walking,2015,Percent,0.04949,305
Park Slope,Walking,2015,Percent,0.08949,306
Sunset Park,Walking,2015,Percent,0.14166,307
Crown Heights North,Walking,2015,Percent,0.06161,308
Crown Heights South,Walking,2015,Percent,0.07667,309
Bay Ridge,Walking,2015,Percent,0.08562,310
Bensonhurst,Walking,2015,Percent,0.09446,311
Borough Park,Walking,2015,Percent,0.21082,312
Coney Island,Walking,2015,Percent,0.10918,313
Flatbush/Midwood,Walking,2015,Percent,0.08677,314
Sheepshead Bay,Walking,2015,Percent,0.08596,315
East Flatbush,Walking,2015,Percent,0.05133,317
Canarsie,Walking,2015,Percent,0.03211,318
Astoria,Walking,2015,Percent,0.06271,401
Sunnyside/Woodside,Walking,2015,Percent,0.04572,402
Jackson Heights,Walking,2015,Percent,0.07409,403
Elmhurst/Corona,Walking,2015,Percent,0.08402,404
Ridgewood/Glendale,Walking,2015,Percent,0.06842,405
Rego Park/Forest Hills,Walking,2015,Percent,0.07235,406
Flushing,Walking,2015,Percent,0.10351,407
Fresh Meadows/Briarwood,Walking,2015,Percent,0.05867,408
Woodhaven,Walking,2015,Percent,0.05541,409
Howard Beach,Walking,2015,Percent,0.0304,410
Bayside,Walking,2015,Percent,0.01986,411
Jamaica/St. Albans,Walking,2015,Percent,0.04282,412
Queens Village,Walking,2015,Percent,0.02046,413
The Rockaways,Walking,2015,Percent,0.04623,414
St. George,Walking,2015,Percent,0.04087,501
South Beach,Walking,2015,Percent,0.01858,502
Tottenville,Walking,2015,Percent,0.01133,503
Bronx,Walking,2015,Percent,0.07583,36005
Brooklyn,Walking,2015,Percent,0.08982,36047
Manhattan,Walking,2015,Percent,0.205,36061
Queens,Walking,2015,Percent,0.05744,36081
Staten Island,Walking,2015,Percent,0.02338,36085
New York City,Walking,2015,Percent,0.10099,3651000
Battery Park/Tribeca,Walking,2016,Percent,0.28455,101
Greenwich Village,Walking,2016,Percent,0.28455,102
Lower East Side,Walking,2016,Percent,0.23117,103
Chelsea/Clinton,Walking,2016,Percent,0.34731,104
Midtown Business District,Walking,2016,Percent,0.34731,105
Murray Hill/Stuyvesant,Walking,2016,Percent,0.3598,106
Upper West Side,Walking,2016,Percent,0.12439,107
Upper East Side,Walking,2016,Percent,0.19964,108
Manhattanville,Walking,2016,Percent,0.09656,109
Central Harlem,Walking,2016,Percent,0.05259,110
East Harlem,Walking,2016,Percent,0.1985,111
Washington Heights,Walking,2016,Percent,0.09487,112
Mott Haven,Walking,2016,Percent,0.08369,201
Hunts Point,Walking,2016,Percent,0.08369,202
Morrisania,Walking,2016,Percent,0.10342,203
Concourse/Highbridge,Walking,2016,Percent,0.07723,204
University Heights,Walking,2016,Percent,0.09603,205
East Tremont,Walking,2016,Percent,0.10342,206
Bedford Park,Walking,2016,Percent,0.10366,207
Riverdale,Walking,2016,Percent,0.06432,208
Unionport/Soundview,Walking,2016,Percent,0.06119,209
Throgs Neck,Walking,2016,Percent,0.03809,210
Pelham Parkway,Walking,2016,Percent,0.06384,211
Williamsbridge,Walking,2016,Percent,0.03725,212
Williamsburg/Greenpoint,Walking,2016,Percent,0.13636,301
Fort Greene/Brooklyn Hts,Walking,2016,Percent,0.10276,302
Bedford Stuyvesant,Walking,2016,Percent,0.07024,303
Bushwick,Walking,2016,Percent,0.07034,304
East New York,Walking,2016,Percent,0.03709,305
Park Slope,Walking,2016,Percent,0.08346,306
Sunset Park,Walking,2016,Percent,0.13781,307
Crown Heights North,Walking,2016,Percent,0.06508,308
Crown Heights South,Walking,2016,Percent,0.05585,309
Bay Ridge,Walking,2016,Percent,0.10048,310
Bensonhurst,Walking,2016,Percent,0.07369,311
Borough Park,Walking,2016,Percent,0.19522,312
Coney Island,Walking,2016,Percent,0.07445,313
Flatbush/Midwood,Walking,2016,Percent,0.10272,314
Sheepshead Bay,Walking,2016,Percent,0.0769,315
Brownsville,Walking,2016,Percent,0.04427,316
East Flatbush,Walking,2016,Percent,0.05904,317
Canarsie,Walking,2016,Percent,0.03259,318
Astoria,Walking,2016,Percent,0.08275,401
Sunnyside/Woodside,Walking,2016,Percent,0.05239,402
Jackson Heights,Walking,2016,Percent,0.06415,403
Elmhurst/Corona,Walking,2016,Percent,0.11449,404
Ridgewood/Glendale,Walking,2016,Percent,0.0745,405
Rego Park/Forest Hills,Walking,2016,Percent,0.05342,406
Flushing,Walking,2016,Percent,0.09596,407
Fresh Meadows/Briarwood,Walking,2016,Percent,0.05095,408
Woodhaven,Walking,2016,Percent,0.04629,409
Howard Beach,Walking,2016,Percent,0.03067,410
Bayside,Walking,2016,Percent,0.03572,411
Jamaica/St. Albans,Walking,2016,Percent,0.04231,412
Queens Village,Walking,2016,Percent,0.02141,413
The Rockaways,Walking,2016,Percent,0.05668,414
St. George,Walking,2016,Percent,0.03531,501
South Beach,Walking,2016,Percent,0.03469,502
Tottenville,Walking,2016,Percent,0.00766,503
Bronx,Walking,2016,Percent,0.07308,36005
Brooklyn,Walking,2016,Percent,0.08453,36047
Manhattan,Walking,2016,Percent,0.20206,36061
Queens,Walking,2016,Percent,0.05934,36081
Staten Island,Walking,2016,Percent,0.02535,36085
New York City,Walking,2016,Percent,0.09865,3651000
Battery Park/Tribeca,Walking,2017,Percent,0.2348,101
Greenwich Village,Walking,2017,Percent,0.2348,102
Lower East Side,Walking,2017,Percent,0.26253,103
Chelsea/Clinton,Walking,2017,Percent,0.30854,104
Midtown Business District,Walking,2017,Percent,0.30854,105
Murray Hill/Stuyvesant,Walking,2017,Percent,0.38139,106
Upper West Side,Walking,2017,Percent,0.12452,107
Upper East Side,Walking,2017,Percent,0.17706,108
Central Harlem,Walking,2017,Percent,0.09609,110
East Harlem,Walking,2017,Percent,0.10167,111
Washington Heights,Walking,2017,Percent,0.15124,112
Mott Haven,Walking,2017,Percent,0.11514,201
Hunts Point,Walking,2017,Percent,0.11514,202
Morrisania,Walking,2017,Percent,0.07752,203
Concourse/Highbridge,Walking,2017,Percent,0.06951,204
University Heights,Walking,2017,Percent,0.07605,205
East Tremont,Walking,2017,Percent,0.07752,206
Bedford Park,Walking,2017,Percent,0.0911,207
Riverdale,Walking,2017,Percent,0.06124,208
Unionport/Soundview,Walking,2017,Percent,0.08159,209
Throgs Neck,Walking,2017,Percent,0.02706,210
Pelham Parkway,Walking,2017,Percent,0.09514,211
Williamsbridge,Walking,2017,Percent,0.03515,212
Williamsburg/Greenpoint,Walking,2017,Percent,0.11126,301
Fort Greene/Brooklyn Hts,Walking,2017,Percent,0.12071,302
Bedford Stuyvesant,Walking,2017,Percent,0.07597,303
Bushwick,Walking,2017,Percent,0.0725,304
East New York,Walking,2017,Percent,0.04296,305
Park Slope,Walking,2017,Percent,0.08638,306
Sunset Park,Walking,2017,Percent,0.15697,307
Crown Heights North,Walking,2017,Percent,0.06399,308
Crown Heights South,Walking,2017,Percent,0.09776,309
Bay Ridge,Walking,2017,Percent,0.10065,310
Bensonhurst,Walking,2017,Percent,0.08036,311
Borough Park,Walking,2017,Percent,0.22138,312
Flatbush/Midwood,Walking,2017,Percent,0.07468,314
Sheepshead Bay,Walking,2017,Percent,0.06802,315
East Flatbush,Walking,2017,Percent,0.03593,317
Canarsie,Walking,2017,Percent,0.0317,318
Astoria,Walking,2017,Percent,0.0643,401
Sunnyside/Woodside,Walking,2017,Percent,0.04939,402
Jackson Heights,Walking,2017,Percent,0.11477,403
Elmhurst/Corona,Walking,2017,Percent,0.10744,404
Ridgewood/Glendale,Walking,2017,Percent,0.06833,405
Rego Park/Forest Hills,Walking,2017,Percent,0.06731,406
Flushing,Walking,2017,Percent,0.1104,407
Fresh Meadows/Briarwood,Walking,2017,Percent,0.06309,408
Woodhaven,Walking,2017,Percent,0.05685,409
Howard Beach,Walking,2017,Percent,0.03481,410
Bayside,Walking,2017,Percent,0.03465,411
Jamaica/St. Albans,Walking,2017,Percent,0.04045,412
Queens Village,Walking,2017,Percent,0.02103,413
The Rockaways,Walking,2017,Percent,0.06185,414
St. George,Walking,2017,Percent,0.0466,501
South Beach,Walking,2017,Percent,0.02656,502
Tottenville,Walking,2017,Percent,0.02024,503
Bronx,Walking,2017,Percent,0.07271,36005
Brooklyn,Walking,2017,Percent,0.08643,36047
Manhattan,Walking,2017,Percent,0.20103,36061
Queens,Walking,2017,Percent,0.06492,36081
Staten Island,Walking,2017,Percent,0.03156,36085
New York City,Walking,2017,Percent,0.10101,3651000
Battery Park/Tribeca,Walking,2018,Percent,0.25413,101
Greenwich Village,Walking,2018,Percent,0.25413,102
Lower East Side,Walking,2018,Percent,0.22509,103
Chelsea/Clinton,Walking,2018,Percent,0.30612,104
Midtown Business District,Walking,2018,Percent,0.30612,105
Murray Hill/Stuyvesant,Walking,2018,Percent,0.34019,106
Upper West Side,Walking,2018,Percent,0.14391,107
Upper East Side,Walking,2018,Percent,0.17727,108
Manhattanville,Walking,2018,Percent,0.14784,109
Central Harlem,Walking,2018,Percent,0.06737,110
East Harlem,Walking,2018,Percent,0.11618,111
Washington Heights,Walking,2018,Percent,0.08367,112
Mott Haven,Walking,2018,Percent,0.09942,201
Hunts Point,Walking,2018,Percent,0.09942,202
Morrisania,Walking,2018,Percent,0.10394,203
Concourse/Highbridge,Walking,2018,Percent,0.09356,204
University Heights,Walking,2018,Percent,0.05013,205
East Tremont,Walking,2018,Percent,0.10394,206
Bedford Park,Walking,2018,Percent,0.07918,207
Riverdale,Walking,2018,Percent,0.08915,208
Unionport/Soundview,Walking,2018,Percent,0.0555,209
Throgs Neck,Walking,2018,Percent,0.08536,210
Pelham Parkway,Walking,2018,Percent,0.05629,211
Williamsbridge,Walking,2018,Percent,0.05602,212
Williamsburg/Greenpoint,Walking,2018,Percent,0.14021,301
Fort Greene/Brooklyn Hts,Walking,2018,Percent,0.11856,302
Bedford Stuyvesant,Walking,2018,Percent,0.07358,303
Bushwick,Walking,2018,Percent,0.06018,304
East New York,Walking,2018,Percent,0.05135,305
Park Slope,Walking,2018,Percent,0.10301,306
Sunset Park,Walking,2018,Percent,0.14635,307
Crown Heights North,Walking,2018,Percent,0.04768,308
Crown Heights South,Walking,2018,Percent,0.06489,309
Bay Ridge,Walking,2018,Percent,0.09358,310
Bensonhurst,Walking,2018,Percent,0.07431,311
Borough Park,Walking,2018,Percent,0.25023,312
Coney Island,Walking,2018,Percent,0.10633,313
Flatbush/Midwood,Walking,2018,Percent,0.07661,314
Sheepshead Bay,Walking,2018,Percent,0.05286,315
East Flatbush,Walking,2018,Percent,0.03838,317
Canarsie,Walking,2018,Percent,0.03215,318
Astoria,Walking,2018,Percent,0.06628,401
Sunnyside/Woodside,Walking,2018,Percent,0.04692,402
Jackson Heights,Walking,2018,Percent,0.08192,403
Elmhurst/Corona,Walking,2018,Percent,0.06205,404
Ridgewood/Glendale,Walking,2018,Percent,0.05978,405
Rego Park/Forest Hills,Walking,2018,Percent,0.04978,406
Flushing,Walking,2018,Percent,0.09172,407
Fresh Meadows/Briarwood,Walking,2018,Percent,0.04666,408
Woodhaven,Walking,2018,Percent,0.04241,409
Howard Beach,Walking,2018,Percent,0.02179,410
Bayside,Walking,2018,Percent,0.02727,411
Jamaica/St. Albans,Walking,2018,Percent,0.03618,412
Queens Village,Walking,2018,Percent,0.0286,413
The Rockaways,Walking,2018,Percent,0.04987,414
St. George,Walking,2018,Percent,0.03778,501
South Beach,Walking,2018,Percent,0.02584,502
Tottenville,Walking,2018,Percent,0.00972,503
Bronx,Walking,2018,Percent,0.07655,36005
Brooklyn,Walking,2018,Percent,0.08612,36047
Manhattan,Walking,2018,Percent,0.19337,36061
Queens,Walking,2018,Percent,0.05275,36081
Staten Island,Walking,2018,Percent,0.02437,36085
New York City,Walking,2018,Percent,0.096,3651000
Battery Park/Tribeca,Work at Home,2012,Percent,0.07636,101
Greenwich Village,Work at Home,2012,Percent,0.07636,102
Lower East Side,Work at Home,2012,Percent,0.04816,103
Chelsea/Clinton,Work at Home,2012,Percent,0.07419,104
Midtown Business District,Work at Home,2012,Percent,0.07419,105
Murray Hill/Stuyvesant,Work at Home,2012,Percent,0.11221,106
Upper West Side,Work at Home,2012,Percent,0.08278,107
Upper East Side,Work at Home,2012,Percent,0.0893,108
Manhattanville,Work at Home,2012,Percent,0.07403,109
Central Harlem,Work at Home,2012,Percent,0.08965,110
East Harlem,Work at Home,2012,Percent,0.03666,111
Washington Heights,Work at Home,2012,Percent,0.04251,112
Mott Haven,Work at Home,2012,Percent,0.02791,201
Hunts Point,Work at Home,2012,Percent,0.02791,202
Morrisania,Work at Home,2012,Percent,0.02831,203
Concourse/Highbridge,Work at Home,2012,Percent,0.04258,204
University Heights,Work at Home,2012,Percent,0.0368,205
East Tremont,Work at Home,2012,Percent,0.02831,206
Bedford Park,Work at Home,2012,Percent,0.03743,207
Riverdale,Work at Home,2012,Percent,0.04709,208
Unionport/Soundview,Work at Home,2012,Percent,0.02092,209
Throgs Neck,Work at Home,2012,Percent,0.0195,210
Pelham Parkway,Work at Home,2012,Percent,0.0213,211
Williamsbridge,Work at Home,2012,Percent,0.03272,212
Williamsburg/Greenpoint,Work at Home,2012,Percent,0.0738,301
Fort Greene/Brooklyn Hts,Work at Home,2012,Percent,0.07155,302
Bedford Stuyvesant,Work at Home,2012,Percent,0.04001,303
Bushwick,Work at Home,2012,Percent,0.02554,304
East New York,Work at Home,2012,Percent,0.02271,305
Park Slope,Work at Home,2012,Percent,0.09268,306
Sunset Park,Work at Home,2012,Percent,0.02444,307
Crown Heights North,Work at Home,2012,Percent,0.04467,308
Crown Heights South,Work at Home,2012,Percent,0.04462,309
Bay Ridge,Work at Home,2012,Percent,0.0321,310
Bensonhurst,Work at Home,2012,Percent,0.02359,311
Borough Park,Work at Home,2012,Percent,0.04039,312
Coney Island,Work at Home,2012,Percent,0.02085,313
Flatbush/Midwood,Work at Home,2012,Percent,0.03314,314
Sheepshead Bay,Work at Home,2012,Percent,0.04377,315
Brownsville,Work at Home,2012,Percent,0.03538,316
East Flatbush,Work at Home,2012,Percent,0.01453,317
Canarsie,Work at Home,2012,Percent,0.01665,318
Astoria,Work at Home,2012,Percent,0.03064,401
Sunnyside/Woodside,Work at Home,2012,Percent,0.01164,402
Jackson Heights,Work at Home,2012,Percent,0.01283,403
Elmhurst/Corona,Work at Home,2012,Percent,0.01287,404
Ridgewood/Glendale,Work at Home,2012,Percent,0.01848,405
Rego Park/Forest Hills,Work at Home,2012,Percent,0.04167,406
Flushing,Work at Home,2012,Percent,0.02618,407
Fresh Meadows/Briarwood,Work at Home,2012,Percent,0.01364,408
Woodhaven,Work at Home,2012,Percent,0.02855,409
Howard Beach,Work at Home,2012,Percent,0.0217,410
Bayside,Work at Home,2012,Percent,0.04393,411
Jamaica/St. Albans,Work at Home,2012,Percent,0.02943,412
Queens Village,Work at Home,2012,Percent,0.02985,413
The Rockaways,Work at Home,2012,Percent,0.00787,414
St. George,Work at Home,2012,Percent,0.01506,501
South Beach,Work at Home,2012,Percent,0.01792,502
Tottenville,Work at Home,2012,Percent,0.02607,503
Bronx,Work at Home,2012,Percent,0.03079,36005
Brooklyn,Work at Home,2012,Percent,0.03927,36047
Manhattan,Work at Home,2012,Percent,0.07461,36061
Queens,Work at Home,2012,Percent,0.02378,36081
Staten Island,Work at Home,2012,Percent,0.01974,36085
